circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_name	diffexpressed
chr1:100058665-100061949	0.3081373450082286	0.6247969461634538	4.3492529646067	0.14365615227440645	0.8857719973706857	0.9995796280056491	ENSG00000283761;ENSG00000156875	AC118553.2;MFSD14A	NO
chr1:100390731-100442996	0.5510031289606103	0.6130250378539068	2.9627840043299862	0.20690844724353719	0.836081359324699	0.9995796280056491	NA	NA	NO
chr1:100424221-100442996	0.8320224048764204	1.5418694953977483	1.050682915165269	1.4674926879868577	0.14224207691586985	0.8813361440668164	ENSG00000079335	CDC14A	NO
chr1:100436132-100442996	0.27221932736280063	0.2738920381427609	4.347248857085586	0.06300353330275628	0.9497636907443399	0.9995796280056491	ENSG00000079335	CDC14A	NO
chr1:100439931-100462881	0.22897403469844754	0.548717440598471	4.349285757919121	0.12616265546575633	0.8996031717284022	0.9995796280056491	ENSG00000079335	CDC14A	NO
chr1:100484291-100499262	0.18589401854856374	0.3731300481204588	4.3464027666958795	0.08584801458796028	0.9315872372136156	0.9995796280056491	ENSG00000079335	CDC14A	NO
chr1:100494817-100499262	1.7856197031134717	1.785004922155685	0.8850285751409029	2.01688959237446	0.043707036425121845	0.42849987164840225	ENSG00000079335	CDC14A	NO
chr1:10134987-10137205	0.5237598575394337	1.9788071836124834	2.018320622908647	0.9804226152932928	0.32687755092460546	0.9995796280056491	ENSG00000130939	UBE4B	NO
chr1:10440346-10442441	0.8320248035620804	2.1676971989210005	1.0831846714292421	2.00122588151175	0.04536805301529569	0.437953717960799	ENSG00000251503;ENSG00000175279	CENPS-CORT;CENPS	NO
chr1:107683487-107705061	1.002006209412921	1.7483747892584107	1.168380581007025	1.4964086340355724	0.13454720096451625	0.8577813467448436	ENSG00000134215	VAV3	NO
chr1:107755426-107772843	0.25478548363841425	0.5516071162453811	4.349284519276937	0.12682709392787322	0.8990772510401085	0.9995796280056491	NA	NA	NO
chr1:107760783-107770728	0.2086135196292686	0.46533616362412783	4.344549182467832	0.10710804368424785	0.9147032659424694	0.9995796280056491	ENSG00000134215	VAV3	NO
chr1:108148278-108161293	0.3568819721865281	1.1791729416908419	2.3852266212310034	0.49436516060779023	0.6210483140939014	0.9995796280056491	ENSG00000085491	SLC25A24	NO
chr1:108752256-108760085	0.9026543582551775	1.1075725201830124	0.969157680839268	1.1428197310719144	0.2531134448641095	0.9995796280056491	ENSG00000116266	STXBP3	NO
chr1:108793581-108800305	0.2903409193325515	0.6520670067318756	4.344394828121965	0.15009386405465294	0.8806905609220014	0.9995796280056491	ENSG00000116266	STXBP3	NO
chr1:108796233-108798237	0.22619030689846817	0.957384898783636	4.34906629075764	0.2201357336902888	0.8257654458638132	0.9995796280056491	ENSG00000116266	STXBP3	NO
chr1:108885274-108885578	0.23524155027974847	0.9134105367334009	4.349097669987888	0.21002299926180887	0.8336497225282441	0.9995796280056491	ENSG00000121957	GPSM2	NO
chr1:109004591-109004715	0.4159633809518118	-0.05690962532292711	4.343165755996204	-0.01310325889458796	0.9895454112001181	0.9995796280056491	ENSG00000085433	WDR47	NO
chr1:109023354-109023521	0.2253883809359653	0.5152818997553883	4.349299971591101	0.11847467480310012	0.9056915603342898	0.9995796280056491	NA	NA	NO
chr1:109336239-109351002	0.23235403180406236	0.5516071162063398	4.349284519276949	0.1268270939188964	0.8990772510472136	0.9995796280056491	ENSG00000134243	SORT1	NO
chr1:109342013-109345878	0.2258709980166457	0.950519368827781	4.347223304478856	0.218649768427695	0.8269228810835506	0.9995796280056491	ENSG00000134243	SORT1	NO
chr1:109573736-109574037	0.31744902995291124	0.8459704476809805	3.4207245654368936	0.24730738517467674	0.8046703437344086	0.9995796280056491	ENSG00000065135	GNAI3	NO
chr1:11073933-11074326	0.8608488223354746	0.33674827160226756	1.2934381973703646	0.2603512655547799	0.7945928314093877	0.9995796280056491	ENSG00000171824	EXOSC10	NO
chr1:11073933-11076948	0.5027392344270617	0.7856850584110646	2.660354499354087	0.29533096382524315	0.7677410651124612	0.9995796280056491	ENSG00000171824	EXOSC10	NO
chr1:111147641-111161296	0.2034871639449423	1.0998016469280094	4.348957967531135	0.2528885436785118	0.800354342614984	0.9995796280056491	ENSG00000134255	CEPT1	NO
chr1:112555867-112616895	0.6098698841498561	1.2224475948684224	2.90259140389023	0.42115731247258004	0.6736402132317982	0.9995796280056491	ENSG00000007341	ST7L	NO
chr1:112591524-112600848	0.37542578192039966	0.9972065062739313	4.349036256319359	0.2292936750814487	0.8186406690975493	0.9995796280056491	ENSG00000007341	ST7L	NO
chr1:112591524-112616895	0.22283468662684064	0.6268597925920787	4.347057813089804	0.14420323343859992	0.885339987719404	0.9995796280056491	ENSG00000007341	ST7L	NO
chr1:112597970-112600848	2.627810984943846	2.5083961436588624	0.7753764589828737	3.2350687393183644	0.0012161344866916818	0.05555630363736015	ENSG00000007341	ST7L	NO
chr1:112597970-112616895	0.6085371324123812	1.571314867134643	1.7934250535065315	0.8761530703847282	0.38094682511618844	0.9995796280056491	ENSG00000007341	ST7L	NO
chr1:112600793-112616895	0.26166710877055177	0.6247986653316919	4.3492529747036714	0.1436565472198732	0.8857716854846751	0.9995796280056491	NA	NA	NO
chr1:112610840-112616895	0.5766267776796138	1.3454522799297	2.232280599000483	0.6027254282154916	0.5466913625744193	0.9995796280056491	ENSG00000007341	ST7L	NO
chr1:112653597-112659779	0.27854650685999843	1.3668301024132683	4.3487319955539565	0.31430543519597987	0.7532890705613398	0.9995796280056491	ENSG00000116489	CAPZA1	NO
chr1:113585386-113594560	0.2694743888745008	0.689819245510907	4.349222865751401	0.15860747237006195	0.8739781412258308	0.9995796280056491	ENSG00000081026	MAGI3	NO
chr1:113738109-113738799	0.48490803598169874	1.2087179674021582	1.7701770718488297	0.6828231969696311	0.49471856980745	0.9995796280056491	ENSG00000116793	PHTF1	NO
chr1:113829591-113834400	0.26957507208248127	0.6247969460657202	4.349252964606744	0.14365615225193365	0.8857719973884324	0.9995796280056491	ENSG00000134242	PTPN22	NO
chr1:113829591-113834439	0.38158711297611414	1.293786669751564	2.127391149612128	0.608156459608968	0.5430837090779319	0.9995796280056491	ENSG00000134242	PTPN22	NO
chr1:113906995-113908191	0.2535590616850589	0.40012037984938154	4.345121269626225	0.09208497416317234	0.9266305266055246	0.9995796280056491	ENSG00000118655	DCLRE1B	NO
chr1:113908008-113908191	0.8347416046146533	1.8225419647351846	1.157530835018058	1.5745083496689332	0.11536997272926859	0.7821144486108154	ENSG00000118655	DCLRE1B	NO
chr1:114463103-114463556	1.4115980922372648	1.1884175749715227	0.9308854154397399	1.276652910508999	0.20172481310660845	0.9995796280056491	ENSG00000197323	TRIM33	NO
chr1:114463103-114464388	6.041040518957679	1.669199389795018	0.5924015141521919	2.8176825175470257	0.004837161347451022	0.11420316223784548	ENSG00000197323	TRIM33	NO
chr1:114587386-114595873	0.31656686679519425	1.2237427592224348	3.9262589353828283	0.3116816234900499	0.755282495081201	0.9995796280056491	NA	NA	NO
chr1:114594472-114595873	0.3448906986887052	1.4700628586915747	3.9236988068248517	0.37466251388474536	0.7079114743950183	0.9995796280056491	NA	NA	NO
chr1:114608685-114622065	0.9557374258903149	1.3298176566657631	1.2805645442584357	1.038462030381959	0.29905500359844767	0.9995796280056491	ENSG00000175984	DENND2C	NO
chr1:114611072-114622065	0.19619708200082722	1.0591242546366886	4.348989393828039	0.2435334186235927	0.807592199897839	0.9995796280056491	ENSG00000175984	DENND2C	NO
chr1:114621894-114623643	0.5729594319235445	1.0484597166715635	1.6635385882811757	0.6302587292278368	0.5285253203034921	0.9995796280056491	NA	NA	NO
chr1:114719578-114720717	0.5482692592009648	1.4785577283171747	1.6943480590008015	0.8726410848483612	0.38285873935435766	0.9995796280056491	ENSG00000009307	CSDE1	NO
chr1:114725220-114738072	0.24117949045331785	0.6216235099238447	4.349254384572397	0.14292645473413956	0.8863482652072634	0.9995796280056491	ENSG00000009307	CSDE1	NO
chr1:114726210-114726319	0.2253883809359653	0.5152818997553883	4.349299971591101	0.11847467480310012	0.9056915603342898	0.9995796280056491	NA	NA	NO
chr1:114733731-114738072	0.36625268356699314	0.5700156563480565	4.347096118537276	0.13112561599853861	0.8956759374762288	0.9995796280056491	ENSG00000009307	CSDE1	NO
chr1:115659640-115664268	0.42929282986243705	1.865625362744557	2.200794569287009	0.847705364589737	0.39660207799489194	0.9995796280056491	ENSG00000173218	VANGL1	NO
chr1:116019581-116020885	0.331933084364732	-0.0602535435229412	4.342454046876433	-0.013875459100432419	0.9889293406468445	0.9995796280056491	ENSG00000163393	SLC22A15	NO
chr1:117402185-117405645	8.102106648495495	1.3374691303713178	0.5169146732696795	2.587407940872181	0.00967010315840793	0.17288482758862483	ENSG00000198162	MAN1A2	NO
chr1:117402185-117414831	27.7160567769569	1.432910109308114	0.48956681435642635	2.926893872885943	0.0034236568589429413	0.09394363930528048	ENSG00000198162	MAN1A2	NO
chr1:117402185-117420649	27.313594969805237	1.3187777285395013	0.500762032929119	2.6335417659872173	0.008449944243804961	0.1577145495988257	ENSG00000198162	MAN1A2	NO
chr1:117402185-117442325	8.057819807014525	1.2403482588331267	0.5657611093822359	2.192353341832711	0.02835400288684042	0.33277844505326254	ENSG00000198162	MAN1A2	NO
chr1:117402185-117466427	0.21104505731270992	0.5039413171492221	4.344972971948038	0.11598261264287762	0.907666321888887	0.9995796280056491	ENSG00000198162	MAN1A2	NO
chr1:117911993-117918736	0.2238367048093133	0.6444824685247943	4.344853570422832	0.1483323794643037	0.8820804628841542	0.9995796280056491	ENSG00000196505	GDAP2	NO
chr1:117952945-117953541	0.4507767618719306	0.5516071161690845	4.349284519276968	0.12682709391033	0.8990772510539938	0.9995796280056491	NA	NA	NO
chr1:11989164-11992690	0.2288917250796265	0.9973119195967152	4.349036171600527	0.2293179178663133	0.8186218280642262	0.9995796280056491	ENSG00000116688	MFN2	NO
chr1:1223243-1223968	1.8929736142049374	1.8559168429096136	0.7431260825884998	2.4974454354299835	0.012509171479711489	0.20594770011982144	ENSG00000078808	SDF4	NO
chr1:13730999-13742157	0.2678266739479218	1.2324346912746815	4.346873927932581	0.28352206935544605	0.776776666515955	0.9995796280056491	ENSG00000116731	PRDM2	NO
chr1:13769117-13773188	0.21930220626613253	1.09819289419297	4.3489592588256984	0.2525185518729147	0.8006402763130054	0.9995796280056491	ENSG00000116731	PRDM2	NO
chr1:13773077-13782831	0.6413804909742093	1.3164739404832977	2.0669739132250564	0.6369088318242153	0.5241842296313132	0.9995796280056491	ENSG00000116731	PRDM2	NO
chr1:145771710-145788966	0.6154627285244078	0.34851611158540396	1.4023498333851927	0.24852294576461417	0.803729818701296	0.9995796280056491	ENSG00000265491	RNF115	NO
chr1:145833259-145833582	0.23083260827981608	0.9553815176312181	4.349067734575105	0.21967501449469995	0.8261242649019543	0.9995796280056491	ENSG00000186141	POLR3C	NO
chr1:145838055-145841071	0.3186980472835982	0.7764915788102046	4.349177364502496	0.17853757474869683	0.8583008148182352	0.9995796280056491	ENSG00000186141	POLR3C	NO
chr1:145839889-145841071	1.1201209239117345	1.811055501632168	0.9744983312353799	1.858449053818571	0.06310527176423034	0.5377947562978947	ENSG00000186141	POLR3C	NO
chr1:147252622-147259918	1.0131927526653954	1.450299042703555	1.1360323729570585	1.2766353118340015	0.20173102907898446	0.9995796280056491	ENSG00000237188;ENSG00000131778	AC242426.2;CHD1L	NO
chr1:147275353-147285487	2.099570983110094	1.2107910320707644	0.7430576197042591	1.62947125493803	0.1032132952349337	0.7328633124216951	ENSG00000237188;ENSG00000131778	AC242426.2;CHD1L	NO
chr1:147286297-147287733	0.5408836138023947	1.2477332693513135	2.119331408231465	0.5887391016360765	0.5560363033471344	0.9995796280056491	ENSG00000237188;ENSG00000131778	AC242426.2;CHD1L	NO
chr1:147293628-147294517	0.7976085623780167	1.737361244287129	1.3935637133721626	1.2467038482819282	0.21250610726537253	0.9995796280056491	ENSG00000237188;ENSG00000131778	AC242426.2;CHD1L	NO
chr1:148965483-148966976	0.4507767618719306	0.5516071161690845	4.349284519276968	0.12682709391033	0.8990772510539938	0.9995796280056491	NA	NA	NO
chr1:149959683-149964349	0.82701256179523	2.162666911308762	1.5199447004904403	1.4228589438885078	0.1547770500232071	0.9238524953974856	ENSG00000264522	OTUD7B	NO
chr1:150223185-150229237	0.19966927963503692	-0.013991338636538411	4.3436520440782465	-0.0032211002388216094	0.9974299382949201	0.9995796280056491	ENSG00000143401	ANP32E	NO
chr1:150226607-150229237	1.590157067489205	2.3683420274155322	0.9899214287253008	2.3924545511305806	0.016736100734005114	0.247278364099472	ENSG00000143401	ANP32E	NO
chr1:150230570-150231926	0.33506123930296255	1.2533221758732855	4.348829064749035	0.2881976176144815	0.7731954723296309	0.9995796280056491	ENSG00000143401	ANP32E	NO
chr1:150334934-150335241	0.43826670486585395	0.9282109190966356	3.492988962181426	0.2657354286390168	0.7904429759513827	0.9995796280056491	ENSG00000117360	PRPF3	NO
chr1:150334934-150338326	0.34962394449750184	-0.9871945162319359	4.33738602779299	-0.22760125797109515	0.819956241899576	0.9995796280056491	ENSG00000117360	PRPF3	NO
chr1:15043988-15044159	0.6179072015453473	1.9078077078278293	1.8223170769021109	1.046913148106503	0.2951396372127476	0.9995796280056491	ENSG00000189337	KAZN	NO
chr1:150446225-150446401	0.24930849566490504	1.254709757735433	4.348827940619981	0.28851676241680835	0.7729512012392947	0.9995796280056491	ENSG00000163125	RPRD2	NO
chr1:151024610-151025673	1.4872550105301	0.9043321788890818	0.9415740435874019	0.9604472266924134	0.3368301791201379	0.9995796280056491	ENSG00000143363	PRUNE1	NO
